1,0,184283
1,1,108354
1,10,365209
1,11,354838
1,12,373290
1,13,369786
1,14,400676
1,15,399090
1,16,354966
1,17,429289
1,18,516706
1,19,501097
1,2,70707
1,20,452210
1,21,420376
1,22,376533
1,23,273748
1,3,49379
1,4,50307
1,5,77091
1,6,197036
1,7,349633
1,8,430141
1,9,419163
2,0,207099
2,1,134694
2,10,411677
2,11,403808
2,12,422603
2,13,417219
2,14,445839
2,15,432789
2,16,361834
2,17,453514
2,18,567881
2,19,576502
2,2,92500
2,20,546712
2,21,526749
2,22,478525
2,23,360919
2,3,66526
2,4,59368
2,5,82975
2,6,215803
2,7,402007
2,8,488072
2,9,467978
3,0,218587
3,1,127111
3,10,404877
3,11,397453
3,12,413135
3,13,401097
3,14,426566
3,15,411597
3,16,341449
3,17,428374
3,18,545331
3,19,568398
3,2,78449
3,20,539115
3,21,521720
3,22,488272
3,23,380311
3,3,52834
3,4,49023
3,5,74763
3,6,213431
3,7,402621
3,8,488812
3,9,465592
4,0,251446
4,1,149468
4,10,413959
4,11,403832
4,12,425284
4,13,416369
4,14,440358
4,15,418111
4,16,339199
4,17,426611
4,18,548991
4,19,583776
4,2,95534
4,20,576361
4,21,565701
4,22,540156
4,23,468696
4,3,61581
4,4,55687
4,5,77851
4,6,212613
4,7,404834
4,8,493397
4,9,472276
5,0,353245
5,1,226876
5,10,416398
5,11,413181
5,12,426472
5,13,416308
5,14,446657
5,15,410711
5,16,336571
5,17,418606
5,18,533297
5,19,582760
5,2,150640
5,20,557401
5,21,533662
5,22,550783
5,23,544457
5,3,101991
5,4,80677
5,5,85247
5,6,206485
5,7,383960
5,8,477328
5,9,461685
6,0,503501
6,1,426326
6,10,352396
6,11,401941
6,12,437208
6,13,447678
6,14,437717
6,15,433400
6,16,382843
6,17,440874
6,18,535963
6,19,567049
6,2,349411
6,20,529509
6,21,517248
6,22,562423
6,23,582238
6,3,259370
6,4,165249
6,5,80023
6,6,87804
6,7,127244
6,8,198010
6,9,288846
7,0,549491
7,1,487679
7,10,327045
7,11,385777
7,12,424918
7,13,427296
7,14,426521
7,15,406614
7,16,374172
7,17,404397
7,18,445302
7,19,401843
7,2,393339
7,20,362672
7,21,341660
7,22,318595
7,23,260786
7,3,334703
7,4,210861
7,5,94222
7,6,84432
7,7,106046
7,8,156580
7,9,233345
