1,0,8691
1,1,5930
1,10,11172
1,11,10660
1,12,11974
1,13,12178
1,14,12399
1,15,12946
1,16,13651
1,17,14263
1,18,15516
1,19,16931
1,2,4146
1,20,15908
1,21,14447
1,22,13220
1,23,10517
1,3,3014
1,4,2980
1,5,5125
1,6,11879
1,7,13484
1,8,12046
1,9,11681
2,0,8897
2,1,6380
2,10,10644
2,11,10398
2,12,11323
2,13,11403
2,14,11863
2,15,12236
2,16,12778
2,17,13872
2,18,15650
2,19,17482
2,2,4589
2,20,17257
2,21,16448
2,22,15779
2,23,13289
2,3,3569
2,4,3534
2,5,5859
2,6,12683
2,7,14565
2,8,12497
2,9,11366
3,0,9485
3,1,6594
3,10,9973
3,11,9664
3,12,10265
3,13,10535
3,14,10878
3,15,11408
3,16,12097
3,17,13038
3,18,14727
3,19,17099
3,2,4501
3,20,17010
3,21,16283
3,22,15791
3,23,13678
3,3,3269
3,4,3070
3,5,5484
3,6,12748
3,7,14564
3,8,12780
3,9,11039
4,0,10345
4,1,7532
4,10,10253
4,11,9748
4,12,10724
4,13,10738
4,14,11039
4,15,11165
4,16,12014
4,17,12987
4,18,14608
4,19,16050
4,2,5305
4,20,17031
4,21,16926
4,22,16662
4,23,16082
4,3,3864
4,4,3426
4,5,5377
4,6,12694
4,7,14644
4,8,12784
4,9,11260
5,0,13992
5,1,10688
5,10,10351
5,11,10190
5,12,11263
5,13,11518
5,14,11436
5,15,10899
5,16,11694
5,17,12270
5,18,14124
5,19,15517
5,2,7959
5,20,16202
5,21,16229
5,22,15690
5,23,15664
5,3,5656
5,4,4626
5,5,5871
5,6,12332
5,7,13882
5,8,12134
5,9,10935
6,0,15692
6,1,15682
6,10,16100
6,11,15741
6,12,15691
6,13,15164
6,14,14085
6,15,13934
6,16,13760
6,17,14238
6,18,15487
6,19,15164
6,2,13551
6,20,15759
6,21,15300
6,22,15004
6,23,15124
6,3,11491
6,4,8407
6,5,4627
6,6,5925
6,7,8727
6,8,11824
6,9,15327
7,0,15734
7,1,15692
7,10,17417
7,11,17269
7,12,16102
7,13,14722
7,14,13570
7,15,13468
7,16,13544
7,17,14271
7,18,15571
7,19,15604
7,2,13852
7,20,14644
7,21,13619
7,22,12713
7,23,11021
7,3,13257
7,4,9814
7,5,5427
7,6,5144
7,7,7532
7,8,10570
7,9,15393
